xtime(milli),GSR,Volt
55030.56,437,437
55032.09,437,437
55033.62,437,438
55035.15,437,437
55036.68,437,438
55038.21,436,437
55039.74,437,438
55041.27,437,437
55042.80,437,438
55044.33,437,437
55045.86,437,438
55047.39,438,437
55048.92,437,437
55050.45,437,437
55051.98,437,437
55053.51,437,437
55055.04,438,438
55056.57,437,437
55058.10,437,438
55059.63,436,438
55061.16,437,438
55062.69,438,437
55064.22,437,438
55065.75,437,437
55067.28,437,438
55068.81,436,437
55070.34,437,437
55071.87,437,438
55073.40,437,437
55074.93,437,438
55076.46,437,437
55077.99,437,438
55079.52,437,437
55081.05,437,438
55082.58,436,438
55084.11,436,437
55085.64,436,438
55087.17,437,437
55088.70,438,437
55090.23,437,438
55091.76,438,438
55093.29,437,438
55094.82,437,438
55096.35,436,438
55097.88,437,437
55099.41,437,437
55100.94,437,437
55102.48,437,437
55104.00,436,437
55105.53,437,438
55107.06,437,437
55108.59,437,438
55110.12,437,437
55111.65,438,437
55113.18,438,437
55114.71,437,438
55116.24,438,437
55117.77,437,437
55119.30,437,438
55120.83,438,437
55122.36,437,437
55123.89,437,437
55125.42,437,437
55126.95,437,437
55128.48,437,437
55130.01,437,438
55131.54,438,438
55133.07,437,437
55134.60,437,438
55136.13,437,437
55137.66,437,437
55139.19,437,437
55140.72,437,437
55142.25,436,438
55143.78,437,438
55145.31,436,437
55146.84,438,437
55148.37,436,438
55149.90,438,437
55151.43,437,437
55152.96,437,438
55154.49,437,437
55156.02,438,438
55157.55,437,438
55159.08,437,437
55160.61,437,437
55162.14,437,438
55163.67,437,437
55165.20,437,438
55166.73,437,438
55168.26,437,437
55169.79,437,437
55171.32,437,438
55172.85,438,437
55174.38,437,437
55175.91,438,437
55177.44,438,437
55178.97,437,437
55180.50,437,437
55182.03,438,438
55183.56,438,437
55185.09,437,437
55186.62,437,438
55188.15,437,437
55189.68,437,437
55191.21,437,438
55192.74,438,438
55194.27,438,437
55195.80,437,438
55197.33,438,437
55198.86,438,437
55200.39,437,437
55201.92,438,437
55203.45,437,437
55204.98,437,437
55206.51,437,438
55208.04,437,437
55209.57,437,437
55211.10,437,437
55212.63,437,437
55214.16,437,438
55215.69,437,438
55217.22,438,437
55218.75,437,438
55220.28,437,437
55221.81,438,437
55223.34,438,437
55224.87,437,437
55226.40,437,437
55227.93,438,438
55229.46,437,438
55230.99,438,438
55232.53,437,437
55234.05,437,436
55235.59,437,438
55237.11,437,437
55238.64,437,437
55240.17,437,438
55241.70,438,438
55243.23,437,437
55244.76,438,437
55246.29,437,438
55247.82,438,437
55249.35,437,437
55250.88,436,438
55252.41,437,438
55253.94,437,437
55255.47,437,437
55257.00,437,438
55258.53,438,437
55260.06,437,437
55261.59,437,437
55263.12,437,438
55264.65,437,438
55266.18,437,437
55267.71,437,437
55269.24,437,437
55270.77,437,437
55272.30,437,437
55273.83,437,437
55275.36,437,438
55276.89,437,437
55278.42,437,437
55279.95,438,438
55281.48,437,437
55283.01,437,437
55284.54,437,437
55286.07,437,438
55287.60,438,438
55289.13,438,437
55290.66,438,437
55292.19,437,437
55293.72,437,438
55295.25,437,438
55296.78,438,437
55298.31,437,437
55299.84,437,438
55301.37,437,438
55302.90,437,437
55304.43,437,438
55305.96,438,437
55307.49,437,437
55309.02,437,437
55310.55,437,438
55312.08,437,437
55313.61,438,437
55315.14,437,437
55316.67,437,437
55318.20,437,437
55319.73,437,437
55321.26,438,438
55322.79,437,437
55324.32,437,438
55325.85,437,438
55327.38,438,437
55328.91,437,437
55330.44,437,437
55331.97,438,437
55333.50,437,437
55335.03,437,438
55336.56,437,437
55338.09,437,437
55339.62,437,438
55341.15,438,438
55342.68,437,438
55344.21,437,438
55345.74,437,437
55347.27,437,437
55348.80,437,437
55350.33,438,437
55351.86,438,438
55353.39,437,438
55354.92,437,438
55356.45,438,438
55357.98,438,437
55359.51,437,437
55361.04,437,437
55362.58,437,437
55364.10,437,438
55365.64,436,437
55367.16,437,437
55368.69,438,438
55370.22,438,437
55371.75,437,438
55373.28,437,438
55374.81,438,438
55376.34,437,437
55377.87,437,437
55379.40,437,437
55380.93,438,437
55382.46,438,437
55383.99,438,438
55385.52,437,437
55387.05,438,437
55388.58,438,437
55390.11,437,437
55391.64,437,437
55393.17,437,437
55394.70,437,437
55396.23,437,437
55397.76,438,438
55399.29,438,436
55400.82,437,437
55402.35,438,438
55403.88,437,437
55405.41,438,438
55406.94,438,438
55408.47,438,437
55410.00,437,438
55411.53,437,437
55413.06,437,437
55414.59,437,437
55416.12,437,437
55417.65,438,438
55419.18,438,438
55420.71,437,438
55422.24,438,437
55423.77,437,438
55425.30,438,437
55426.83,437,437
55428.36,437,437
55429.89,437,438
55431.42,438,437
55432.95,437,437
55434.48,437,437
55436.01,437,438
55437.54,437,437
55439.07,436,437
55440.60,437,437
55442.13,437,437
55443.66,437,437
55445.19,437,438
55446.72,437,438
55448.25,437,437
55449.78,437,437
55451.31,437,437
55452.84,437,438
55454.37,437,437
55455.90,437,437
55457.43,438,438
55458.96,437,437
55460.49,437,438
55462.02,437,437
55463.55,437,437
55465.08,437,437
55466.61,438,438
55468.14,437,437
55469.67,437,437
55471.20,437,437
55472.73,438,438
55474.26,438,437
55475.79,438,438
55477.32,438,438
55478.85,437,438
55480.38,438,438
55481.91,438,438
55483.44,438,438
55484.97,437,438
55486.50,438,438
55488.03,437,438
55489.56,437,437
55491.09,437,438
55492.63,437,439
55494.15,438,438
55495.69,437,438
55497.21,437,438
55498.74,438,438
55500.27,437,437
55501.80,438,437
55503.33,437,438
55504.86,438,437
55506.39,438,437
55507.92,437,437
55509.45,437,437
55510.98,437,438
55512.51,437,437
55514.04,438,437
55515.57,438,437
55517.10,437,437
55518.63,437,437
55520.16,438,438
55521.69,437,437
55523.22,438,438
55524.75,438,437
55526.28,437,437
55527.81,438,438
55529.34,438,438
55530.87,437,438
55532.40,438,438
55533.93,437,438
55535.46,438,438
55536.99,437,437
55538.52,437,438
55540.05,438,438
55541.58,438,437
55543.11,438,438
55544.64,437,438
55546.17,438,438
55547.70,438,438
55549.23,437,438
55550.76,438,438
55552.29,437,437
55553.82,438,437
55555.35,438,437
55556.88,438,438
55558.41,438,438
55559.94,438,437
55561.47,438,438
55563.00,438,438
55564.53,437,438
55566.06,438,438
55567.59,438,437
55569.12,437,437
55570.65,437,438
55572.18,438,437
55573.71,437,437
55575.24,437,437
55576.77,438,439
55578.30,437,438
55579.83,437,438
55581.36,438,437
55582.89,438,438
55584.42,437,438
55585.95,438,438
55587.48,438,438
55589.01,437,437
55590.54,438,437
55592.07,437,437
55593.60,438,438
55595.13,438,437
55596.66,438,437
55598.19,437,438
55599.72,437,437
55601.25,437,438
55602.78,437,437
55604.31,438,436
55605.84,437,438
55607.37,438,438
55608.90,438,437
55610.43,437,437
55611.96,438,438
55613.49,437,437
55615.02,437,437
55616.55,437,437
55618.08,437,437
55619.61,437,438
55621.14,437,438
55622.67,437,438
55624.20,438,438
55625.74,437,438
55627.26,437,438
55628.79,438,438
55630.32,437,438
55631.85,437,437
55633.38,438,438
55634.91,438,437
55636.44,437,437
55637.97,438,438
55639.50,438,438
55641.03,437,437
55642.56,438,438
55644.09,437,437
55645.62,438,437
55647.15,437,437
55648.68,437,437
55650.21,437,438
55651.74,437,438
55653.27,437,438
55654.80,437,438
55656.33,437,438
55657.86,437,438
55659.39,437,438
55660.92,437,437
55662.45,437,438
55663.98,437,437
55665.51,438,438
55667.04,438,438
55668.57,437,437
55670.10,437,437
55671.63,437,438
55673.16,437,437
55674.69,437,437
55676.22,438,437
55677.75,437,438
55679.28,438,437
55680.81,438,437
55682.34,437,437
55683.87,438,437
55685.40,437,438
55686.93,437,437
55688.46,437,438
55689.99,438,437
55691.52,437,437
55693.05,437,438
55694.58,438,438
55696.11,438,438
55697.64,437,437
55699.17,438,437
55700.70,437,438
55702.23,437,438
55703.76,437,438
55705.29,438,437
55706.82,438,438
55708.35,438,437
55709.88,438,437
55711.41,438,437
55712.94,438,437
55714.47,438,438
55716.00,437,437
55717.53,438,438
55719.06,437,438
55720.59,437,438
55722.12,437,438
55723.65,438,438
55725.18,437,438
55726.71,437,438
55728.24,437,438
55729.77,438,438
55731.30,437,437
55732.83,437,437
55734.36,437,437
55735.89,438,438
55737.42,438,438
55738.95,438,438
55740.48,438,437
55742.01,437,437
55743.54,437,438
55745.07,438,437
55746.60,438,437
55748.13,438,437
55749.66,437,437
55751.19,437,437
55752.72,438,437
55754.25,437,438
55755.79,438,437
55757.31,438,437
55758.84,437,437
55760.37,438,437
55761.90,438,437
55763.43,437,438
55764.96,438,437
55766.49,437,437
55768.02,437,437
55769.55,437,437
55771.08,437,438
55772.61,437,437
55774.14,438,437
55775.67,438,437
55777.20,437,437
55778.73,437,437
55780.26,438,438
55781.79,437,437
55783.32,437,437
55784.85,437,437
55786.38,438,438
55787.91,438,437
55789.44,438,437
55790.97,438,438
55792.50,437,437
55794.03,437,437
55795.56,438,438
55797.09,437,437
55798.62,438,438
55800.15,438,437
55801.68,438,438
55803.21,437,437
55804.74,438,438
55806.27,437,438
55807.80,437,437
55809.33,438,437
55810.86,438,438
55812.39,437,437
55813.92,437,437
55815.45,438,438
55816.98,438,437
55818.51,437,438
55820.04,437,437
55821.57,437,438
55823.10,437,438
55824.63,438,437
55826.16,438,438
55827.69,438,438
55829.22,437,438
55830.75,437,439
55832.28,437,437
55833.81,437,438
55835.34,438,438
55836.87,437,438
55838.40,438,437
55839.93,437,439
55841.46,438,438
55842.99,437,437
55844.52,438,437
55846.05,438,437
55847.58,437,438
55849.11,438,437
55850.64,438,439
55852.17,438,438
55853.70,438,437
55855.23,438,438
55856.76,437,437
55858.29,438,438
55859.82,438,437
55861.35,438,438
55862.88,437,437
55864.41,438,438
55865.94,437,438
55867.47,437,437
55869.00,438,438
55870.53,437,437
55872.06,438,437
55873.59,437,438
55875.12,437,438
55876.65,438,438
55878.18,438,438
55879.71,437,438
55881.24,437,438
55882.77,437,437
55884.30,437,439
55885.84,437,437
55887.36,437,438
55888.89,438,437
55890.42,438,438
55891.95,437,437
55893.48,437,437
55895.01,438,437
55896.54,437,438
55898.07,437,438
55899.60,438,438
55901.13,438,437
55902.66,438,437
55904.19,437,438
55905.72,437,438
55907.25,437,437
55908.78,437,438
55910.31,437,437
55911.84,437,437
55913.37,437,437
55914.90,437,439
55916.43,437,438
55917.96,438,438
55919.49,438,437
55921.02,439,438
55922.55,437,438
55924.08,438,438
55925.61,437,437
55927.14,438,438
55928.67,437,438
55930.20,437,437
55931.73,438,438
55933.26,438,438
55934.79,438,438
55936.32,437,437
55937.85,438,438
55939.38,438,437
55940.91,437,439
55942.44,437,437
55943.97,437,437
55945.50,437,439
55947.03,439,438
55948.56,437,438
55950.09,437,438
55951.62,438,439
55953.15,439,438
55954.68,438,439
55956.21,438,438
55957.74,439,437
55959.27,437,438
55960.80,437,437
55962.33,437,438
55963.86,437,437
55965.39,437,437
55966.92,437,437
55968.45,437,439
55969.98,437,438
55971.51,437,438
55973.04,438,438
55974.57,438,438
55976.10,437,438
55977.63,437,437
55979.16,437,438
55980.69,437,437
55982.22,437,437
55983.75,438,437
55985.28,437,438
55986.81,438,438
55988.34,437,438
55989.87,437,438
55991.40,437,437
55992.93,437,438
55994.46,438,437
55995.99,437,438
55997.52,438,437
55999.05,438,437
56000.58,437,438
56002.11,437,437
56003.64,437,437
56005.17,438,438
56006.70,437,437
56008.23,437,438
56009.76,438,438
56011.29,438,438
56012.82,437,438
56014.35,438,438
56015.89,438,438
56017.41,437,438
56018.95,437,438
56020.47,437,438
56022.00,438,437
56023.53,437,438
56025.06,438,437
56026.59,437,438
56028.12,437,438
56029.65,438,438
56031.18,438,438
56032.71,437,438
56034.24,438,437
56035.77,438,437
56037.30,438,438
56038.83,437,438
56040.36,438,439
56041.89,438,438
56043.42,437,438
56044.95,438,438
56046.48,437,437
56048.01,437,438
56049.54,437,438
56051.07,437,437
56052.60,438,438
56054.13,438,438
56055.66,438,439
56057.19,438,437
56058.72,438,439
56060.25,437,439
56061.78,437,438
56063.31,437,438
56064.84,437,438
56066.37,437,437
56067.90,437,438
56069.43,438,438
56070.96,438,439
56072.49,437,439
56074.02,437,437
56075.55,438,439
56077.08,438,438
56078.61,437,438
56080.14,437,437
56081.67,437,439
56083.20,438,438
56084.73,437,438
56086.26,437,438
56087.79,437,438
56089.32,437,438
56090.85,438,438
56092.38,438,437
56093.91,437,437
56095.44,437,438
56096.97,437,438
56098.50,437,438
56100.03,438,439
56101.56,437,438
56103.09,438,437
56104.62,437,439
56106.15,438,437
56107.68,438,438
56109.21,437,437
56110.74,438,437
56112.27,438,438
56113.80,437,439
56115.33,437,439
56116.86,437,438
56118.39,438,439
56119.92,438,439
56121.45,437,437
56122.98,438,437
56124.51,438,437
56126.04,437,437
56127.57,439,437
56129.10,437,438
56130.63,438,439
56132.16,437,437
56133.69,439,438
56135.22,438,438
56136.75,437,437
56138.28,438,438
56139.81,438,438
56141.34,438,438
56142.87,438,437
56144.40,437,439
56145.94,438,437
56147.46,438,438
56149.00,438,437
56150.52,438,437
56152.05,437,439
56153.58,438,437
56155.11,438,438
56156.64,437,438
56158.17,437,438
56159.70,438,438
56161.23,438,438
56162.76,438,438
56164.29,437,437
56165.82,437,438
56167.35,437,437
56168.88,438,438
56170.41,437,438
56171.94,437,437
56173.47,437,438
56175.00,437,437
56176.53,437,437
56178.06,438,438
56179.59,437,437
56181.12,438,437
56182.65,438,438
56184.18,438,437
56185.71,437,439
56187.24,438,438
56188.77,437,439
56190.30,438,437
56191.83,438,438
56193.36,438,438
56194.89,437,438
56196.42,438,437
56197.95,438,437
56199.48,438,437
56201.01,437,437
56202.54,438,438
56204.07,438,437
56205.60,438,438
56207.13,438,438
56208.66,438,437
56210.19,438,439
56211.72,437,437
56213.25,438,437
56214.78,437,438
56216.31,439,438
56217.84,438,438
56219.37,438,437
56220.90,438,438
56222.43,439,438
56223.96,437,438
56225.49,437,439
56227.02,437,437
56228.55,437,438
56230.08,438,438
56231.61,437,438
56233.14,438,437
56234.67,437,438
56236.20,437,438
56237.73,438,438
56239.26,437,439
56240.79,437,438
56242.32,438,438
56243.85,438,438
56245.38,437,437
56246.91,437,437
56248.44,438,437
56249.97,437,437
56251.50,437,439
56253.03,437,437
56254.56,438,439
56256.09,438,437
56257.62,437,438
56259.15,437,438
56260.68,437,437
56262.21,438,438
56263.74,438,437
56265.27,437,438
56266.80,438,439
56268.33,438,438
56269.86,439,438
56271.39,438,437
56272.92,438,437
56274.45,437,438
56275.99,438,437
56277.51,439,437
56279.05,438,437
56280.57,438,438
56282.10,437,437
56283.63,437,438
56285.16,438,437
56286.69,437,439
56288.22,438,438
56289.75,438,438
56291.28,438,439
56292.81,437,439
56294.34,437,437
56295.87,438,437
56297.40,438,438
56298.93,437,438
56300.46,438,438
56301.99,438,439
56303.52,437,438
56305.05,437,439
56306.58,438,438
56308.11,438,437
56309.64,438,438
56311.17,437,438
56312.70,437,437
56314.23,438,437
56315.76,437,438
56317.29,438,438
56318.82,438,437
56320.35,438,437
56321.88,439,438
56323.41,438,438
56324.94,437,438
56326.47,438,437
56328.00,438,437
56329.53,438,438
56331.06,437,437
56332.59,438,437
56334.12,438,437
56335.65,437,437
56337.18,438,437
56338.71,437,438
56340.24,438,437
56341.77,438,438
56343.30,438,438
56344.83,437,438
56346.36,438,437
56347.89,438,438
56349.42,438,437
56350.95,438,438
56352.48,438,437
56354.01,437,437
56355.54,437,437
56357.07,437,437
56358.60,437,438
56360.13,437,437
56361.66,438,437
56363.19,438,437
56364.72,438,438
56366.25,437,437
56367.78,438,438
56369.31,437,437
56370.84,437,437
56372.37,437,437
56373.90,438,437
56375.43,437,437
56376.96,438,437
56378.49,437,437
56380.02,437,438
56381.55,437,437
56383.08,438,437
56384.61,438,437
56386.14,437,437
56387.67,437,437
56389.20,437,437
56390.73,438,437
56392.26,438,437
56393.79,437,438
56395.32,437,437
56396.85,438,437
56398.38,437,438
56399.91,438,438
56401.44,437,438
56402.97,438,438
56404.50,438,437
56406.03,438,437
56407.56,437,438
56409.10,437,438
56410.62,437,438
56412.15,437,438
56413.68,437,437
56415.21,437,437
56416.74,438,438
56418.27,437,437
56419.80,438,438
56421.33,438,437
56422.86,438,437
56424.39,437,437
56425.92,437,437
56427.45,437,437
56428.98,437,438
56430.51,438,438
56432.04,438,437
56433.57,437,438
56435.10,438,438
56436.63,437,437
56438.16,438,438
56439.69,438,438
56441.22,438,438
56442.75,439,437
56444.28,438,437
56445.81,437,439
56447.34,437,437
56448.87,437,438
56450.40,437,437
56451.93,438,437
56453.46,439,437
56454.99,438,438
56456.52,437,437
56458.05,438,438
56459.58,438,438
56461.11,437,437
56462.64,438,437
56464.17,438,438
56465.70,438,438
56467.23,437,438
56468.76,438,438
56470.29,438,437
56471.82,438,438
56473.35,437,438
56474.88,438,438
56476.41,438,438
56477.94,437,437
56479.47,437,439
56481.00,437,439
56482.53,438,438
56484.06,439,438
56485.59,437,437
56487.12,437,438
56488.65,437,438
56490.18,437,437
56491.71,437,439
56493.24,438,438
56494.77,438,437
56496.30,437,438
56497.83,438,437
56499.36,438,438
56500.89,438,438
56502.42,437,438
56503.95,438,437
56505.48,438,438
56507.01,439,438
56508.54,438,438
56510.07,437,438
56511.60,437,438
56513.13,438,437
56514.66,438,438
56516.19,437,438
56517.72,438,439
56519.25,438,438
56520.78,438,437
56522.31,438,438
56523.84,437,438
56525.37,438,438
56526.90,437,437
56528.43,437,438
56529.96,438,437
56531.49,438,437
56533.02,438,438
56534.55,438,438
56536.08,437,438
56537.61,438,437
56539.15,438,438
56540.67,437,438
56542.20,437,438
56543.73,438,437
56545.26,437,438
56546.79,437,437
56548.32,438,437
56549.85,438,438
56551.38,437,437
56552.91,439,438
56554.44,438,438
56555.97,437,438
56557.50,437,438
56559.03,438,438
56560.56,438,438
56562.09,438,438
56563.62,437,438
56565.15,437,438
56566.68,437,437
56568.21,438,437
56569.74,439,437
56571.27,437,438
56572.80,437,438
56574.33,438,437
56575.86,437,438
56577.39,438,438
56578.92,437,438
56580.45,438,438
56581.98,438,438
56583.51,438,437
56585.04,438,437
56586.57,437,438
56588.10,437,438
56589.63,438,438
56591.16,438,438
56592.69,438,439
56594.22,438,437
56595.75,438,437
56597.28,437,438
56598.81,437,438
56600.34,438,437
56601.87,438,437
56603.40,437,438
56604.93,437,438
56606.46,437,438
56607.99,437,438
56609.52,438,438
56611.05,438,438
56612.58,437,438
56614.11,438,437
56615.64,438,437
56617.17,437,437
56618.70,438,437
56620.23,438,437
56621.76,438,438
56623.29,437,438
56624.82,437,438
56626.35,438,438
56627.88,438,437
56629.41,438,438
56630.94,438,438
56632.47,437,438
56634.00,438,438
56635.53,437,437
56637.06,437,437
56638.59,437,438
56640.12,437,437
56641.65,437,437
56643.18,437,437
56644.71,438,437
56646.24,438,438
56647.77,438,438
56649.30,438,437
56650.83,438,437
56652.36,437,437
56653.89,438,437
56655.42,437,437
56656.95,438,437
56658.48,437,438
56660.01,437,438
56661.54,437,437
56663.07,438,437
56664.60,437,437
56666.13,437,437
56667.66,438,437
56669.20,437,437
56670.72,437,438
56672.25,438,438
56673.78,438,437
56675.31,438,437
56676.84,438,437
56678.37,437,437
56679.90,438,438
56681.43,437,437
56682.96,438,437
56684.49,438,438
56686.02,437,437
56687.55,438,437
56689.08,437,437
56690.61,437,437
56692.14,437,437
56693.67,438,437
56695.20,438,437
56696.73,437,437
56698.26,437,438
56699.79,439,437
56701.32,437,438
56702.85,437,437
56704.38,437,437
56705.91,438,438
56707.44,438,437
56708.97,437,438
56710.50,438,437
56712.03,437,437
56713.56,438,437
56715.09,437,437
56716.62,437,437
56718.15,438,438
56719.68,438,438
56721.21,438,438
56722.74,438,437
56724.27,439,438
56725.80,437,438
56727.33,438,438
56728.86,438,438
56730.39,439,437
56731.92,439,438
56733.45,438,437
56734.98,437,437
56736.51,438,437
56738.04,437,437
56739.57,438,438
56741.10,437,437
56742.63,437,437
56744.16,437,437
56745.69,438,438
56747.22,438,437
56748.75,437,437
56750.28,437,437
56751.81,438,438
56753.34,438,437
56754.87,438,438
56756.40,438,437
56757.93,438,437
56759.46,438,437
56760.99,438,437
56762.52,438,437
56764.05,438,437
56765.58,438,437
56767.11,438,437
56768.64,438,437
56770.17,438,438
56771.70,438,437
56773.23,438,437
56774.76,437,438
56776.29,438,438
56777.82,438,437
56779.35,438,437
56780.88,438,437
56782.41,438,438
56783.94,438,437
56785.47,439,438
56787.00,438,438
56788.53,437,437
56790.06,437,437
56791.59,437,437
56793.12,438,437
56794.65,437,437
56796.18,438,437
56797.71,438,437
56799.25,438,437
56800.77,437,438
56802.31,438,438
56803.83,437,437
56805.36,438,439
56806.89,438,438
56808.42,438,437
56809.95,437,437
56811.48,438,438
56813.01,438,438
56814.54,438,438
56816.07,437,438
56817.60,437,438
56819.13,437,438
56820.66,438,438
56822.19,437,439
56823.72,438,438
56825.25,437,438
56826.78,438,438
56828.31,438,438
56829.84,438,439
56831.37,438,439
56832.90,438,439
56834.43,437,438
56835.96,438,438
56837.49,438,438
56839.02,437,438
56840.55,437,438
56842.08,438,437
56843.61,438,438
56845.14,438,438
56846.67,437,437
56848.20,437,438
56849.73,438,438
56851.26,438,438
56852.79,438,438
56854.32,438,438
56855.85,437,438
56857.38,438,438
56858.91,437,438
56860.44,437,438
56861.97,438,439
56863.50,438,438
56865.03,438,438
56866.56,437,439
56868.09,438,439
56869.62,437,439
56871.15,437,438
56872.68,438,438
56874.21,438,438
56875.74,437,439
56877.27,437,438
56878.80,437,438
56880.33,437,438
56881.86,437,437
56883.39,437,438
56884.92,438,438
56886.45,437,438
56887.98,438,438
56889.51,437,438
56891.04,438,438
56892.57,438,438
56894.10,437,438
56895.63,437,438
56897.16,437,438
56898.69,438,438
56900.22,439,438
56901.75,437,438
56903.28,438,438
56904.81,438,437
56906.34,438,438
56907.87,438,438
56909.40,439,438
56910.93,437,439
56912.46,438,438
56913.99,438,437
56915.52,437,438
56917.05,437,437
56918.58,438,438
56920.11,438,438
56921.64,438,439
56923.17,437,438
56924.70,438,438
56926.23,438,437
56927.76,437,438
56929.30,437,437
56930.82,438,438
56932.36,438,438
56933.88,438,438
56935.41,437,438
56936.94,438,438
56938.47,438,438
56940.00,438,438
56941.53,438,439
56943.06,437,438
56944.59,438,437
56946.12,437,438
56947.65,438,439
56949.18,437,438
56950.71,438,437
56952.24,437,439
56953.77,438,439
56955.30,438,438
56956.83,439,438
56958.36,438,438
56959.89,437,438
56961.42,437,438
56962.95,438,438
56964.48,438,438
56966.01,437,438
56967.54,438,437
56969.07,437,438
56970.60,438,438
56972.13,438,437
56973.66,437,438
56975.19,439,438
56976.72,437,439
56978.25,437,438
56979.78,438,438
56981.31,438,438
56982.84,437,439
56984.37,438,438
56985.90,439,438
56987.43,439,439
56988.96,439,438
56990.49,437,438
56992.02,438,438
56993.55,438,438
56995.08,437,439
56996.61,437,439
56998.14,438,439
56999.67,437,438
57001.20,437,439
57002.73,437,438
57004.26,438,438
57005.79,438,437
57007.32,438,438
57008.85,438,438
57010.38,437,438
57011.91,438,439
57013.44,438,439
57014.97,437,437
57016.50,438,438
57018.03,437,439
57019.56,438,438
57021.09,439,439
57022.62,439,438
57024.15,437,438
57025.68,439,438
57027.21,437,438
57028.74,438,438
57030.27,438,438
57031.80,438,439
57033.33,437,439
57034.86,438,438
57036.39,439,438
57037.92,438,438
57039.45,437,438
57040.98,438,439
57042.51,437,439
57044.04,439,439
57045.57,437,437
57047.10,438,438
57048.63,439,438
57050.16,438,438
57051.69,437,439
57053.22,439,439
57054.75,438,438
57056.28,438,438
57057.81,438,439
57059.35,438,439
57060.87,437,439
57062.41,437,439
57063.93,437,438
57065.46,438,438
57066.99,438,438
57068.52,437,438
57070.05,438,438
57071.58,438,439
57073.11,437,439
57074.64,437,439
57076.17,438,438
57077.70,439,438
57079.23,438,437
57080.76,437,438
57082.29,437,439
57083.82,437,438
57085.35,439,438
57086.88,438,438
57088.41,437,438
57089.94,438,439
57091.47,437,439
57093.00,437,439
57094.53,438,437
57096.06,438,439
57097.59,438,438
57099.12,438,439
57100.65,438,439
57102.18,438,438
57103.71,438,438
57105.24,437,438
57106.77,437,438
57108.30,437,438
57109.83,439,438
57111.36,438,437
57112.89,438,438
57114.42,437,437
57115.95,438,437
57117.48,437,438
57119.01,437,438
57120.54,439,437
57122.07,437,438
57123.60,437,438
57125.13,438,437
57126.66,438,438
57128.19,438,438
57129.72,438,438
57131.25,438,438
57132.78,437,439
57134.31,438,437
57135.84,437,437
57137.37,437,439
57138.90,437,438
57140.43,437,438
57141.96,438,439
57143.49,437,438
57145.02,439,439
57146.55,438,438
57148.08,438,438
57149.61,438,438
57151.14,439,438
57152.67,437,439
57154.20,437,437
57155.73,438,438
57157.26,438,438
57158.79,437,439
57160.32,438,437
57161.85,438,438
57163.38,437,437
57164.91,438,437
57166.44,438,438
57167.97,438,438
57169.50,438,438
57171.03,439,439
57172.56,437,439
57174.09,437,437
57175.62,437,437
57177.15,438,438
57178.68,438,438
57180.21,437,439
57181.74,438,439
57183.27,438,437
57184.80,438,438
57186.33,437,438
57187.86,437,437
57189.39,438,438
57190.92,438,438
57192.46,438,438
57193.98,437,437
57195.51,438,438
57197.04,439,439
57198.57,437,438
57200.10,438,438
57201.63,437,439
57203.16,437,439
57204.69,438,439
57206.22,438,438
57207.75,438,437
57209.28,438,437
57210.81,437,438
57212.34,438,438
57213.87,437,437
57215.40,437,439
57216.93,438,438
57218.46,438,438
57219.99,438,438
57221.52,437,438
57223.05,437,437
57224.58,438,439
57226.11,437,437
57227.64,437,438
57229.17,437,438
57230.70,438,438
57232.23,437,437
57233.76,437,437
57235.29,438,437
57236.82,438,438
57238.35,438,437
57239.88,437,438
57241.41,438,438
57242.94,438,437
57244.47,438,438
57246.00,438,437
57247.53,438,438
57249.06,438,438
57250.59,437,437
57252.12,438,438
57253.65,437,438
57255.18,438,438
57256.71,438,438
57258.24,438,438
57259.77,438,438
57261.30,437,438
57262.83,438,437
57264.36,437,438
57265.89,437,437
57267.42,437,437
57268.95,438,438
57270.48,438,437
57272.01,437,438
57273.54,437,438
57275.07,438,438
57276.60,438,438
57278.13,438,438
57279.66,438,438
57281.19,437,438
57282.72,437,438
57284.25,437,437
57285.78,438,437
57287.31,437,437
57288.84,437,437
57290.37,437,437
57291.90,437,438
57293.43,437,438
57294.96,438,437
57296.49,438,438
57298.02,437,437
57299.55,437,438
57301.08,438,437
57302.61,437,437
57304.14,437,437
57305.67,437,438
57307.20,437,438
57308.73,438,438
57310.26,438,437
57311.79,437,438
57313.32,437,438
57314.85,437,438
57316.38,437,437
57317.91,438,437
57319.44,438,437
57320.97,437,438
57322.51,438,438
57324.03,438,438
57325.56,438,438
57327.09,437,437
57328.62,438,437
57330.15,437,438
57331.68,438,439
57333.21,438,439
57334.74,437,438
57336.27,438,438
57337.80,438,437
57339.33,437,437
57340.86,438,438
57342.39,437,437
57343.92,438,438
57345.45,438,437
57346.98,438,438
57348.51,437,438
57350.04,438,437
57351.57,437,437
57353.10,438,437
57354.63,438,437
57356.16,437,437
57357.69,437,437
57359.22,438,438
57360.75,437,438
57362.28,437,438
57363.81,438,437
57365.34,438,437
57366.87,437,438
57368.40,438,437
57369.93,438,438
57371.46,437,437
57372.99,437,438
57374.52,437,438
57376.05,437,437
57377.58,438,437
57379.11,437,438
57380.64,437,437
57382.17,437,437
57383.70,437,438
57385.23,437,438
57386.76,438,437
57388.29,438,438
57389.82,438,438
57391.35,438,438
57392.88,437,438
57394.41,437,438
57395.94,438,437
57397.47,438,438
57399.00,437,437
57400.53,438,437
57402.06,438,437
57403.59,438,438
57405.12,438,437
